Date-Time,UV_Index,Lat,Lon
2023-01-03 14:00:00,8.32,-33.8688,151.2093
2023-01-03 15:00:00,9.0,-33.8688,151.2093
2023-01-03 16:00:00,6.83,-33.8688,151.2093
2023-01-03 17:00:00,3.97,-33.8688,151.2093
2023-01-03 18:00:00,1.08,-33.8688,151.2093
2023-01-03 19:00:00,0.0,-33.8688,151.2093
2023-01-03 20:00:00,0.0,-33.8688,151.2093
2023-01-03 21:00:00,0.0,-33.8688,151.2093
2023-01-03 22:00:00,0.0,-33.8688,151.2093
2023-01-03 23:00:00,0.0,-33.8688,151.2093
2023-01-04 00:00:00,0.0,-33.8688,151.2093
2023-01-04 01:00:00,0.0,-33.8688,151.2093
2023-01-04 02:00:00,0.0,-33.8688,151.2093
2023-01-04 03:00:00,0.0,-33.8688,151.2093
2023-01-04 04:00:00,0.0,-33.8688,151.2093
2023-01-04 05:00:00,0.0,-33.8688,151.2093
2023-01-04 06:00:00,0.99,-33.8688,151.2093
2023-01-04 07:00:00,4.79,-33.8688,151.2093
2023-01-04 08:00:00,5.27,-33.8688,151.2093
2023-01-04 09:00:00,8.46,-33.8688,151.2093
2023-01-04 10:00:00,10.89,-33.8688,151.2093
2023-01-04 11:00:00,11.99,-33.8688,151.2093
2023-01-04 12:00:00,11.63,-33.8688,151.2093
2023-01-04 13:00:00,11.05,-33.8688,151.2093
2023-01-04 14:00:00,10.62,-33.8688,151.2093
2023-01-04 15:00:00,7.57,-33.8688,151.2093
2023-01-04 16:00:00,6.29,-33.8688,151.2093
2023-01-04 17:00:00,2.7,-33.8688,151.2093
2023-01-04 18:00:00,0,-33.8688,151.2093
2023-01-04 19:00:00,0.0,-33.8688,151.2093
2023-01-04 20:00:00,0.0,-33.8688,151.2093
2023-01-04 21:00:00,0.0,-33.8688,151.2093
2023-01-04 22:00:00,0.0,-33.8688,151.2093
2023-01-04 23:00:00,0.0,-33.8688,151.2093
2023-01-05 00:00:00,0.0,-33.8688,151.2093
2023-01-05 01:00:00,0.0,-33.8688,151.2093
2023-01-05 02:00:00,0.0,-33.8688,151.2093
2023-01-05 03:00:00,0.0,-33.8688,151.2093
2023-01-05 04:00:00,0.0,-33.8688,151.2093
2023-01-05 05:00:00,0.0,-33.8688,151.2093
2023-01-05 06:00:00,0,-33.8688,151.2093
2023-01-05 07:00:00,1.81,-33.8688,151.2093
2023-01-05 08:00:00,5.52,-33.8688,151.2093
2023-01-05 09:00:00,8.26,-33.8688,151.2093
2023-01-05 10:00:00,10.65,-33.8688,151.2093
2023-01-05 11:00:00,11.54,-33.8688,151.2093
2023-01-05 12:00:00,13.49,-33.8688,151.2093
2023-01-05 13:00:00,11.16,-33.8688,151.2093
2023-01-05 14:00:00,11.51,-33.8688,151.2093
2023-01-05 15:00:00,8.32,-33.8688,151.2093
2023-01-05 16:00:00,5.63,-33.8688,151.2093
2023-01-05 17:00:00,2.88,-33.8688,151.2093
2023-01-05 18:00:00,0,-33.8688,151.2093
2023-01-05 19:00:00,0.0,-33.8688,151.2093
2023-01-05 20:00:00,0.0,-33.8688,151.2093
2023-01-05 21:00:00,0.0,-33.8688,151.2093
2023-01-05 22:00:00,0.0,-33.8688,151.2093
2023-01-05 23:00:00,0.0,-33.8688,151.2093
2023-01-06 00:00:00,0.0,-33.8688,151.2093
2023-01-06 01:00:00,0.0,-33.8688,151.2093
2023-01-06 02:00:00,0.0,-33.8688,151.2093
2023-01-06 03:00:00,0.0,-33.8688,151.2093
2023-01-06 04:00:00,0.0,-33.8688,151.2093
2023-01-06 05:00:00,0.0,-33.8688,151.2093
2023-01-06 06:00:00,0.94,-33.8688,151.2093
2023-01-06 07:00:00,1.13,-33.8688,151.2093
2023-01-06 08:00:00,4.34,-33.8688,151.2093
2023-01-06 09:00:00,7.71,-33.8688,151.2093
2023-01-06 10:00:00,10.26,-33.8688,151.2093
2023-01-06 11:00:00,9.93,-33.8688,151.2093
2023-01-06 12:00:00,12.48,-33.8688,151.2093
2023-01-06 13:00:00,11.89,-33.8688,151.2093
2023-01-06 14:00:00,10.07,-33.8688,151.2093
2023-01-06 15:00:00,9.06,-33.8688,151.2093
2023-01-06 16:00:00,7.55,-33.8688,151.2093
2023-01-06 17:00:00,4.51,-33.8688,151.2093
2023-01-06 18:00:00,0,-33.8688,151.2093
2023-01-06 19:00:00,0.0,-33.8688,151.2093
2023-01-06 20:00:00,0.0,-33.8688,151.2093
2023-01-06 21:00:00,0.0,-33.8688,151.2093
2023-01-06 22:00:00,0.0,-33.8688,151.2093
2023-01-06 23:00:00,0.0,-33.8688,151.2093
2023-01-07 00:00:00,0.0,-33.8688,151.2093
2023-01-07 01:00:00,0.0,-33.8688,151.2093
2023-01-07 02:00:00,0.0,-33.8688,151.2093
2023-01-07 03:00:00,0.0,-33.8688,151.2093
2023-01-07 04:00:00,0.0,-33.8688,151.2093
2023-01-07 05:00:00,0.0,-33.8688,151.2093
2023-01-07 06:00:00,0,-33.8688,151.2093
2023-01-07 07:00:00,2.21,-33.8688,151.2093
2023-01-07 08:00:00,5.5,-33.8688,151.2093
2023-01-07 09:00:00,8.31,-33.8688,151.2093
2023-01-07 10:00:00,11.37,-33.8688,151.2093
2023-01-07 11:00:00,13.28,-33.8688,151.2093
2023-01-07 12:00:00,12.8,-33.8688,151.2093
2023-01-07 13:00:00,10.81,-33.8688,151.2093
2023-01-07 14:00:00,12.66,-33.8688,151.2093
2023-01-07 15:00:00,7.61,-33.8688,151.2093
2023-01-07 16:00:00,4.59,-33.8688,151.2093
2023-01-07 17:00:00,2.06,-33.8688,151.2093
2023-01-07 18:00:00,0,-33.8688,151.2093
2023-01-07 19:00:00,0.0,-33.8688,151.2093
2023-01-07 20:00:00,0.0,-33.8688,151.2093
2023-01-07 21:00:00,0.0,-33.8688,151.2093
2023-01-07 22:00:00,0.0,-33.8688,151.2093
2023-01-07 23:00:00,0.0,-33.8688,151.2093
2023-01-08 00:00:00,0.0,-33.8688,151.2093
2023-01-08 01:00:00,0.0,-33.8688,151.2093
2023-01-08 02:00:00,0.0,-33.8688,151.2093
2023-01-08 03:00:00,0.0,-33.8688,151.2093
2023-01-08 04:00:00,0.0,-33.8688,151.2093
2023-01-08 05:00:00,0.0,-33.8688,151.2093
2023-01-08 06:00:00,0,-33.8688,151.2093
2023-01-08 07:00:00,3.88,-33.8688,151.2093
2023-01-08 08:00:00,5.85,-33.8688,151.2093
2023-01-08 09:00:00,9.5,-33.8688,151.2093
2023-01-08 10:00:00,10.86,-33.8688,151.2093
2023-01-08 11:00:00,12.32,-33.8688,151.2093
2023-01-08 12:00:00,10.44,-33.8688,151.2093
2023-01-08 13:00:00,12.37,-33.8688,151.2093
2023-01-08 14:00:00,9.77,-33.8688,151.2093
2023-01-08 15:00:00,6.89,-33.8688,151.2093
2023-01-08 16:00:00,7.47,-33.8688,151.2093
2023-01-08 17:00:00,3.0,-33.8688,151.2093
2023-01-08 18:00:00,0,-33.8688,151.2093
2023-01-08 19:00:00,0.0,-33.8688,151.2093
2023-01-08 20:00:00,0.0,-33.8688,151.2093
2023-01-08 21:00:00,0.0,-33.8688,151.2093
2023-01-08 22:00:00,0.0,-33.8688,151.2093
2023-01-08 23:00:00,0.0,-33.8688,151.2093
2023-01-09 00:00:00,0.0,-33.8688,151.2093
2023-01-09 01:00:00,0.0,-33.8688,151.2093
2023-01-09 02:00:00,0.0,-33.8688,151.2093
2023-01-09 03:00:00,0.0,-33.8688,151.2093
2023-01-09 04:00:00,0.0,-33.8688,151.2093
2023-01-09 05:00:00,0.0,-33.8688,151.2093
2023-01-09 06:00:00,1.11,-33.8688,151.2093
2023-01-09 07:00:00,3.23,-33.8688,151.2093
2023-01-09 08:00:00,5.93,-33.8688,151.2093
2023-01-09 09:00:00,8.3,-33.8688,151.2093
2023-01-09 10:00:00,10.08,-33.8688,151.2093
2023-01-09 11:00:00,13.08,-33.8688,151.2093
2023-01-09 12:00:00,12.08,-33.8688,151.2093
2023-01-09 13:00:00,10.49,-33.8688,151.2093
2023-01-09 14:00:00,10.77,-33.8688,151.2093
2023-01-09 15:00:00,8.4,-33.8688,151.2093
2023-01-09 16:00:00,4.13,-33.8688,151.2093
2023-01-09 17:00:00,1.31,-33.8688,151.2093
2023-01-09 18:00:00,0,-33.8688,151.2093
2023-01-09 19:00:00,0.0,-33.8688,151.2093
2023-01-09 20:00:00,0.0,-33.8688,151.2093
2023-01-09 21:00:00,0.0,-33.8688,151.2093
2023-01-09 22:00:00,0.0,-33.8688,151.2093
2023-01-09 23:00:00,0.0,-33.8688,151.2093
2023-01-10 00:00:00,0.0,-33.8688,151.2093
2023-01-10 01:00:00,0.0,-33.8688,151.2093
2023-01-10 02:00:00,0.0,-33.8688,151.2093
2023-01-10 03:00:00,0.0,-33.8688,151.2093
2023-01-10 04:00:00,0.0,-33.8688,151.2093
2023-01-10 05:00:00,0.0,-33.8688,151.2093
2023-01-10 06:00:00,0,-33.8688,151.2093
2023-01-10 07:00:00,2.57,-33.8688,151.2093
2023-01-10 08:00:00,7.21,-33.8688,151.2093
2023-01-10 09:00:00,9.0,-33.8688,151.2093
2023-01-10 10:00:00,9.08,-33.8688,151.2093
2023-01-10 11:00:00,11.79,-33.8688,151.2093
2023-01-10 12:00:00,11.65,-33.8688,151.2093
2023-01-10 13:00:00,9.65,-33.8688,151.2093
2023-01-10 14:00:00,9.98,-33.8688,151.2093
2023-01-10 15:00:00,8.31,-33.8688,151.2093
2023-01-10 16:00:00,6.16,-33.8688,151.2093
2023-01-10 17:00:00,2.33,-33.8688,151.2093
2023-01-10 18:00:00,0.69,-33.8688,151.2093
2023-01-10 19:00:00,0.0,-33.8688,151.2093
2023-01-10 20:00:00,0.0,-33.8688,151.2093
2023-01-10 21:00:00,0.0,-33.8688,151.2093
2023-01-10 22:00:00,0.0,-33.8688,151.2093
2023-01-10 23:00:00,0.0,-33.8688,151.2093
2023-01-11 00:00:00,0.0,-33.8688,151.2093
2023-01-11 01:00:00,0.0,-33.8688,151.2093
2023-01-11 02:00:00,0.0,-33.8688,151.2093
2023-01-11 03:00:00,0.0,-33.8688,151.2093
2023-01-11 04:00:00,0.0,-33.8688,151.2093
2023-01-11 05:00:00,0.0,-33.8688,151.2093
2023-01-11 06:00:00,0,-33.8688,151.2093
2023-01-11 07:00:00,1.56,-33.8688,151.2093
2023-01-11 08:00:00,7.23,-33.8688,151.2093
2023-01-11 09:00:00,7.57,-33.8688,151.2093
2023-01-11 10:00:00,8.87,-33.8688,151.2093
2023-01-11 11:00:00,10.3,-33.8688,151.2093
2023-01-11 12:00:00,11.5,-33.8688,151.2093
2023-01-11 13:00:00,12.59,-33.8688,151.2093
2023-01-11 14:00:00,10.67,-33.8688,151.2093
2023-01-11 15:00:00,7.93,-33.8688,151.2093
2023-01-11 16:00:00,6.19,-33.8688,151.2093
2023-01-11 17:00:00,2.69,-33.8688,151.2093
2023-01-11 18:00:00,1.1,-33.8688,151.2093
2023-01-11 19:00:00,0.0,-33.8688,151.2093
2023-01-11 20:00:00,0.0,-33.8688,151.2093
2023-01-11 21:00:00,0.0,-33.8688,151.2093
2023-01-11 22:00:00,0.0,-33.8688,151.2093
2023-01-11 23:00:00,0.0,-33.8688,151.2093
2023-01-12 00:00:00,0.0,-33.8688,151.2093
2023-01-12 01:00:00,0.0,-33.8688,151.2093
2023-01-12 02:00:00,0.0,-33.8688,151.2093
2023-01-12 03:00:00,0.0,-33.8688,151.2093
2023-01-12 04:00:00,0.0,-33.8688,151.2093
2023-01-12 05:00:00,0.0,-33.8688,151.2093
2023-01-12 06:00:00,0,-33.8688,151.2093
2023-01-12 07:00:00,2.92,-33.8688,151.2093
2023-01-12 08:00:00,4.38,-33.8688,151.2093
2023-01-12 09:00:00,6.6,-33.8688,151.2093
2023-01-12 10:00:00,8.29,-33.8688,151.2093
2023-01-12 11:00:00,11.86,-33.8688,151.2093
2023-01-12 12:00:00,11.57,-33.8688,151.2093
2023-01-12 13:00:00,11.28,-33.8688,151.2093
2023-01-12 14:00:00,10.58,-33.8688,151.2093
2023-01-12 15:00:00,8.09,-33.8688,151.2093
2023-01-12 16:00:00,6.35,-33.8688,151.2093
2023-01-12 17:00:00,1.55,-33.8688,151.2093
2023-01-12 18:00:00,0,-33.8688,151.2093
2023-01-12 19:00:00,0.0,-33.8688,151.2093
2023-01-12 20:00:00,0.0,-33.8688,151.2093
2023-01-12 21:00:00,0.0,-33.8688,151.2093
2023-01-12 22:00:00,0.0,-33.8688,151.2093
2023-01-12 23:00:00,0.0,-33.8688,151.2093
2023-01-13 00:00:00,0.0,-33.8688,151.2093
2023-01-13 01:00:00,0.0,-33.8688,151.2093
2023-01-13 02:00:00,0.0,-33.8688,151.2093
2023-01-13 03:00:00,0.0,-33.8688,151.2093
2023-01-13 04:00:00,0.0,-33.8688,151.2093
2023-01-13 05:00:00,0.0,-33.8688,151.2093
2023-01-13 06:00:00,3.03,-33.8688,151.2093
2023-01-13 07:00:00,2.83,-33.8688,151.2093
2023-01-13 08:00:00,6.64,-33.8688,151.2093
2023-01-13 09:00:00,7.66,-33.8688,151.2093
2023-01-13 10:00:00,11.47,-33.8688,151.2093
2023-01-13 11:00:00,12.09,-33.8688,151.2093
2023-01-13 12:00:00,12.9,-33.8688,151.2093
2023-01-13 13:00:00,13.56,-33.8688,151.2093
2023-01-13 14:00:00,10.88,-33.8688,151.2093
2023-01-13 15:00:00,7.35,-33.8688,151.2093
2023-01-13 16:00:00,7.07,-33.8688,151.2093
2023-01-13 17:00:00,2.01,-33.8688,151.2093
2023-01-13 18:00:00,1.07,-33.8688,151.2093
2023-01-13 19:00:00,0.0,-33.8688,151.2093
2023-01-13 20:00:00,0.0,-33.8688,151.2093
2023-01-13 21:00:00,0.0,-33.8688,151.2093
2023-01-13 22:00:00,0.0,-33.8688,151.2093
2023-01-13 23:00:00,0.0,-33.8688,151.2093
2023-01-14 00:00:00,0.0,-33.8688,151.2093
2023-01-14 01:00:00,0.0,-33.8688,151.2093
2023-01-14 02:00:00,0.0,-33.8688,151.2093
2023-01-14 03:00:00,0.0,-33.8688,151.2093
2023-01-14 04:00:00,0.0,-33.8688,151.2093
2023-01-14 05:00:00,0.0,-33.8688,151.2093
2023-01-14 06:00:00,0.87,-33.8688,151.2093
2023-01-14 07:00:00,3.87,-33.8688,151.2093
2023-01-14 08:00:00,5.62,-33.8688,151.2093
2023-01-14 09:00:00,9.3,-33.8688,151.2093
2023-01-14 10:00:00,9.46,-33.8688,151.2093
2023-01-14 11:00:00,11.64,-33.8688,151.2093
2023-01-14 12:00:00,13.69,-33.8688,151.2093
2023-01-14 13:00:00,13.56,-33.8688,151.2093
2023-01-14 14:00:00,10.47,-33.8688,151.2093
2023-01-14 15:00:00,7.93,-33.8688,151.2093
2023-01-14 16:00:00,5.36,-33.8688,151.2093
2023-01-14 17:00:00,2.1,-33.8688,151.2093
2023-01-14 18:00:00,0,-33.8688,151.2093
2023-01-14 19:00:00,0.0,-33.8688,151.2093
2023-01-14 20:00:00,0.0,-33.8688,151.2093
2023-01-14 21:00:00,0.0,-33.8688,151.2093
2023-01-14 22:00:00,0.0,-33.8688,151.2093
2023-01-14 23:00:00,0.0,-33.8688,151.2093
2023-01-15 00:00:00,0.0,-33.8688,151.2093
2023-01-15 01:00:00,0.0,-33.8688,151.2093
2023-01-15 02:00:00,0.0,-33.8688,151.2093
2023-01-15 03:00:00,0.0,-33.8688,151.2093
2023-01-15 04:00:00,0.0,-33.8688,151.2093
2023-01-15 05:00:00,0.0,-33.8688,151.2093
2023-01-15 06:00:00,0.02,-33.8688,151.2093
2023-01-15 07:00:00,2.4,-33.8688,151.2093
2023-01-15 08:00:00,5.72,-33.8688,151.2093
2023-01-15 09:00:00,9.18,-33.8688,151.2093
2023-01-15 10:00:00,9.31,-33.8688,151.2093
2023-01-15 11:00:00,10.33,-33.8688,151.2093
2023-01-15 12:00:00,12.57,-33.8688,151.2093
2023-01-15 13:00:00,12.21,-33.8688,151.2093
2023-01-15 14:00:00,11.5,-33.8688,151.2093
2023-01-15 15:00:00,6.9,-33.8688,151.2093
2023-01-15 16:00:00,6.53,-33.8688,151.2093
2023-01-15 17:00:00,1.35,-33.8688,151.2093
2023-01-15 18:00:00,0,-33.8688,151.2093
2023-01-15 19:00:00,0.0,-33.8688,151.2093
2023-01-15 20:00:00,0.0,-33.8688,151.2093
2023-01-15 21:00:00,0.0,-33.8688,151.2093
2023-01-15 22:00:00,0.0,-33.8688,151.2093
2023-01-15 23:00:00,0.0,-33.8688,151.2093
2023-01-16 00:00:00,0.0,-33.8688,151.2093
2023-01-16 01:00:00,0.0,-33.8688,151.2093
2023-01-16 02:00:00,0.0,-33.8688,151.2093
2023-01-16 03:00:00,0.0,-33.8688,151.2093
2023-01-16 04:00:00,0.0,-33.8688,151.2093
2023-01-16 05:00:00,0.0,-33.8688,151.2093
2023-01-16 06:00:00,0.77,-33.8688,151.2093
2023-01-16 07:00:00,2.69,-33.8688,151.2093
2023-01-16 08:00:00,5.4,-33.8688,151.2093
2023-01-16 09:00:00,9.61,-33.8688,151.2093
2023-01-16 10:00:00,10.75,-33.8688,151.2093
2023-01-16 11:00:00,10.77,-33.8688,151.2093
2023-01-16 12:00:00,12.48,-33.8688,151.2093
2023-01-16 13:00:00,12.35,-33.8688,151.2093
2023-01-16 14:00:00,10.66,-33.8688,151.2093
2023-01-16 15:00:00,6.03,-33.8688,151.2093
2023-01-16 16:00:00,6.13,-33.8688,151.2093
2023-01-16 17:00:00,5.21,-33.8688,151.2093
2023-01-16 18:00:00,1.74,-33.8688,151.2093
2023-01-16 19:00:00,0.0,-33.8688,151.2093
2023-01-16 20:00:00,0.0,-33.8688,151.2093
2023-01-16 21:00:00,0.0,-33.8688,151.2093
2023-01-16 22:00:00,0.0,-33.8688,151.2093
2023-01-16 23:00:00,0.0,-33.8688,151.2093
2023-01-17 00:00:00,0.0,-33.8688,151.2093
2023-01-17 01:00:00,0.0,-33.8688,151.2093
2023-01-17 02:00:00,0.0,-33.8688,151.2093
2023-01-17 03:00:00,0.0,-33.8688,151.2093
2023-01-17 04:00:00,0.0,-33.8688,151.2093
2023-01-17 05:00:00,0.0,-33.8688,151.2093
2023-01-17 06:00:00,1.23,-33.8688,151.2093
2023-01-17 07:00:00,1.97,-33.8688,151.2093
2023-01-17 08:00:00,6.25,-33.8688,151.2093
2023-01-17 09:00:00,10.54,-33.8688,151.2093
2023-01-17 10:00:00,10.86,-33.8688,151.2093
2023-01-17 11:00:00,13.91,-33.8688,151.2093
2023-01-17 12:00:00,11.32,-33.8688,151.2093
2023-01-17 13:00:00,13.21,-33.8688,151.2093
2023-01-17 14:00:00,10.04,-33.8688,151.2093
2023-01-17 15:00:00,9.23,-33.8688,151.2093
2023-01-17 16:00:00,5.57,-33.8688,151.2093
2023-01-17 17:00:00,2.33,-33.8688,151.2093
2023-01-17 18:00:00,0.12,-33.8688,151.2093
2023-01-17 19:00:00,0.0,-33.8688,151.2093
2023-01-17 20:00:00,0.0,-33.8688,151.2093
2023-01-17 21:00:00,0.0,-33.8688,151.2093
2023-01-17 22:00:00,0.0,-33.8688,151.2093
2023-01-17 23:00:00,0.0,-33.8688,151.2093
2023-01-18 00:00:00,0.0,-33.8688,151.2093
2023-01-18 01:00:00,0.0,-33.8688,151.2093
2023-01-18 02:00:00,0.0,-33.8688,151.2093
2023-01-18 03:00:00,0.0,-33.8688,151.2093
2023-01-18 04:00:00,0.0,-33.8688,151.2093
2023-01-18 05:00:00,0.0,-33.8688,151.2093
2023-01-18 06:00:00,0.33,-33.8688,151.2093
2023-01-18 07:00:00,2.27,-33.8688,151.2093
2023-01-18 08:00:00,6.68,-33.8688,151.2093
2023-01-18 09:00:00,7.96,-33.8688,151.2093
2023-01-18 10:00:00,11.42,-33.8688,151.2093
2023-01-18 11:00:00,11.52,-33.8688,151.2093
2023-01-18 12:00:00,12.4,-33.8688,151.2093
2023-01-18 13:00:00,11.98,-33.8688,151.2093
2023-01-18 14:00:00,10.72,-33.8688,151.2093
2023-01-18 15:00:00,8.68,-33.8688,151.2093
2023-01-18 16:00:00,6.37,-33.8688,151.2093
2023-01-18 17:00:00,1.85,-33.8688,151.2093
2023-01-18 18:00:00,2.26,-33.8688,151.2093
2023-01-18 19:00:00,0.0,-33.8688,151.2093
2023-01-18 20:00:00,0.0,-33.8688,151.2093
2023-01-18 21:00:00,0.0,-33.8688,151.2093
2023-01-18 22:00:00,0.0,-33.8688,151.2093
2023-01-18 23:00:00,0.0,-33.8688,151.2093
2023-01-19 00:00:00,0.0,-33.8688,151.2093
2023-01-19 01:00:00,0.0,-33.8688,151.2093
2023-01-19 02:00:00,0.0,-33.8688,151.2093
2023-01-19 03:00:00,0.0,-33.8688,151.2093
2023-01-19 04:00:00,0.0,-33.8688,151.2093
2023-01-19 05:00:00,0.0,-33.8688,151.2093
2023-01-19 06:00:00,0.74,-33.8688,151.2093
2023-01-19 07:00:00,2.16,-33.8688,151.2093
2023-01-19 08:00:00,6.62,-33.8688,151.2093
2023-01-19 09:00:00,6.5,-33.8688,151.2093
2023-01-19 10:00:00,10.44,-33.8688,151.2093
2023-01-19 11:00:00,10.96,-33.8688,151.2093
2023-01-19 12:00:00,13.16,-33.8688,151.2093
2023-01-19 13:00:00,11.03,-33.8688,151.2093
2023-01-19 14:00:00,8.12,-33.8688,151.2093
2023-01-19 15:00:00,9.17,-33.8688,151.2093
2023-01-19 16:00:00,5.27,-33.8688,151.2093
2023-01-19 17:00:00,3.44,-33.8688,151.2093
2023-01-19 18:00:00,0.03,-33.8688,151.2093
2023-01-19 19:00:00,0.0,-33.8688,151.2093
2023-01-19 20:00:00,0.0,-33.8688,151.2093
2023-01-19 21:00:00,0.0,-33.8688,151.2093
2023-01-19 22:00:00,0.0,-33.8688,151.2093
2023-01-19 23:00:00,0.0,-33.8688,151.2093
2023-01-20 00:00:00,0.0,-33.8688,151.2093
2023-01-20 01:00:00,0.0,-33.8688,151.2093
2023-01-20 02:00:00,0.0,-33.8688,151.2093
2023-01-20 03:00:00,0.0,-33.8688,151.2093
2023-01-20 04:00:00,0.0,-33.8688,151.2093
2023-01-20 05:00:00,0.0,-33.8688,151.2093
2023-01-20 06:00:00,1.99,-33.8688,151.2093
2023-01-20 07:00:00,2.22,-33.8688,151.2093
2023-01-20 08:00:00,5.51,-33.8688,151.2093
2023-01-20 09:00:00,6.5,-33.8688,151.2093
2023-01-20 10:00:00,11.88,-33.8688,151.2093
2023-01-20 11:00:00,11.4,-33.8688,151.2093
2023-01-20 12:00:00,10.94,-33.8688,151.2093
2023-01-20 13:00:00,11.89,-33.8688,151.2093
2023-01-20 14:00:00,12.25,-33.8688,151.2093
2023-01-20 15:00:00,9.67,-33.8688,151.2093
2023-01-20 16:00:00,5.8,-33.8688,151.2093
2023-01-20 17:00:00,4.3,-33.8688,151.2093
2023-01-20 18:00:00,1.42,-33.8688,151.2093
2023-01-20 19:00:00,0.0,-33.8688,151.2093
2023-01-20 20:00:00,0.0,-33.8688,151.2093
2023-01-20 21:00:00,0.0,-33.8688,151.2093
2023-01-20 22:00:00,0.0,-33.8688,151.2093
2023-01-20 23:00:00,0.0,-33.8688,151.2093
2023-01-21 00:00:00,0.0,-33.8688,151.2093
2023-01-21 01:00:00,0.0,-33.8688,151.2093
2023-01-21 02:00:00,0.0,-33.8688,151.2093
2023-01-21 03:00:00,0.0,-33.8688,151.2093
2023-01-21 04:00:00,0.0,-33.8688,151.2093
2023-01-21 05:00:00,0.0,-33.8688,151.2093
2023-01-21 06:00:00,0.22,-33.8688,151.2093
2023-01-21 07:00:00,1.95,-33.8688,151.2093
2023-01-21 08:00:00,5.6,-33.8688,151.2093
2023-01-21 09:00:00,7.41,-33.8688,151.2093
2023-01-21 10:00:00,12.85,-33.8688,151.2093
2023-01-21 11:00:00,10.91,-33.8688,151.2093
2023-01-21 12:00:00,14.27,-33.8688,151.2093
2023-01-21 13:00:00,12.09,-33.8688,151.2093
2023-01-21 14:00:00,10.94,-33.8688,151.2093
2023-01-21 15:00:00,6.08,-33.8688,151.2093
2023-01-21 16:00:00,5.69,-33.8688,151.2093
2023-01-21 17:00:00,2.27,-33.8688,151.2093
2023-01-21 18:00:00,1.92,-33.8688,151.2093
